who	Newbie	Age	Gender	Household.Income	Sexual.Preference	Country	Education.Attainment	Major.Occupation	Marital.Status	Years.on.Internet
id73595	0	38	Male	$50-74	Heterosexual	New Jersey	College	Professional	Single	1-3 yr
id39993	0	29	Male	$50-74	Heterosexual	Oregon	College	Computer	Married	4-6 yr
id66342	0	44	Male	$50-74	Heterosexual	Virginia	Some College	Computer	Single	1-3 yr
id79498	0	30	Male	$20-29	Heterosexual	Pennsylvania	Some College	Professional	Single	4-6 yr
id88727	0	44	Male	NA	Heterosexual	Minnesota	Doctoral	Professional	Married	Over 7 yr
id76095	0	NA	Male	NA	NA	California	Some College	Education	Single	1-3 yr
id81237	1	48	Female	$50-74	Heterosexual	New York	College	Computer	Married	6-12 mo
id89221	0	45	Female	$50-74	Heterosexual	Michigan	Masters	Professional	Married	1-3 yr
id80639	0	24	Female	$10-19	Heterosexual	Arizona	College	Education	Single	1-3 yr
id73432	0	15	Male	$50-74	Heterosexual	New Jersey	High School	Computer	Single	4-6 yr
id84397	0	28	Male	$40-49	Heterosexual	California	Masters	Computer	Single	4-6 yr
id78787	0	28	Male	$10-19	Heterosexual	Colombia	Masters	Computer	Single	1-3 yr
id80214	1	19	Female	NA	Heterosexual	Texas	Some College	Other	Single	Under 6 mo
id85752	0	20	Male	$50-74	Heterosexual	Australia	College	Professional	Single	1-3 yr
id82033	0	52	Female	$40-49	Heterosexual	Australia	High School	Other	Divorced	4-6 yr
id85074	0	25	Male	$40-49	Heterosexual	Canada & Mexico	Some College	Management	Other	1-3 yr
id75584	0	31	Male	NA	Heterosexual	Montana	High School	Professional	Single	4-6 yr
id85736	0	22	Male	$50-74	Heterosexual	Virginia	Some College	Education	Single	1-3 yr
id77042	0	32	Male	$75-99	Heterosexual	Oregon	College	Management	Married	1-3 yr
id85262	0	16	Male	$40-49	Heterosexual	Ohio	Grammar	Education	Single	1-3 yr
id75992	0	54	Male	NA	Heterosexual	Maine	Grammar	Professional	Married	1-3 yr
id82162	0	19	Female	Over $100	Heterosexual	Maine	Some College	Education	Single	1-3 yr
id89999	0	24	Male	$10-19	Heterosexual	North Dakota	Some College	Other	Married	Over 7 yr
id75735	0	28	Male	$75-99	Heterosexual	California	College	Computer	Single	Over 7 yr
id84686	0	29	Female	$30-39	Heterosexual	California	College	Professional	Divorced	1-3 yr
id74055	0	28	Male	Under $10	Heterosexual	Israel	Masters	Education	Married	4-6 yr
id79809	0	19	Female	$20-29	Heterosexual	Kansas	High School	Education	Single	1-3 yr
id80227	0	19	Male	Under $10	Heterosexual	Michigan	Some College	Education	Single	1-3 yr
id85602	0	40	Female	Over $100	Heterosexual	New York	College	Computer	Married	1-3 yr
id79313	1	53	Female	$10-19	Heterosexual	Minnesota	Some College	Other	Divorced	Under 6 mo
id82192	0	54	Male	NA	NA	Canada & Mexico	Professional	Professional	Married	1-3 yr
id78416	1	33	Female	$20-29	Heterosexual	West Virginia	Some College	Education	Married	6-12 mo
id86395	1	19	Male	$20-29	Bisexual	South Africa	Some College	Education	Single	6-12 mo
id87776	0	27	Male	$30-39	Heterosexual	Texas	College	Computer	Married	1-3 yr
id81086	1	43	Male	NA	Heterosexual	Alberta	High School	Other	Other	6-12 mo
id84977	0	66	Male	$20-29	Heterosexual	Montana	Some College	Other	Other	1-3 yr
id72869	0	31	Female	$30-39	Heterosexual	Florida	College	Education	Married	1-3 yr
id73480	0	24	Male	NA	Heterosexual	California	College	Computer	Single	4-6 yr
id77990	0	36	Male	$50-74	Heterosexual	British Columbia	High School	Computer	Married	1-3 yr
id83324	0	24	Male	$50-74	Heterosexual	Illinois	Some College	Computer	Other	4-6 yr
id89956	0	55	Female	NA	Heterosexual	California	Masters	Professional	Married	4-6 yr
id72719	0	34	Female	$10-19	Bisexual	Utah	Some College	Other	Divorced	Over 7 yr
id75669	0	46	Male	$75-99	Heterosexual	United Kingdom	College	Computer	Married	4-6 yr
id78288	1	61	Male	$40-49	Heterosexual	New York	Special	Professional	Married	6-12 mo
id79941	1	NA	Female	NA	Heterosexual	Virginia	Some College	Professional	Married	Under 6 mo
id82831	0	52	Male	$50-74	Heterosexual	Georgia	High School	Management	Married	1-3 yr
id88504	0	45	Male	$40-49	Heterosexual	Washington	High School	Computer	Married	1-3 yr
id84938	1	54	Male	$40-49	Heterosexual	Ontario	Some College	Management	Separated	Under 6 mo
id54392	1	20	Male	Under $10	Heterosexual	Colorado	Some College	Education	Single	6-12 mo
id72875	1	37	Female	Over $100	Heterosexual	Florida	Professional	Professional	Married	6-12 mo
id48768	0	48	Male	Over $100	Heterosexual	California	Masters	Management	Married	1-3 yr
id85470	0	16	Male	$50-74	Heterosexual	Pennsylvania	Grammar	Education	Single	1-3 yr
id78957	1	22	Male	$20-29	Heterosexual	Virginia	Some College	Computer	Married	6-12 mo
id84420	0	24	Male	$10-19	Heterosexual	Pennsylvania	College	Computer	Other	4-6 yr
id72727	1	30	Male	$30-39	Heterosexual	United Kingdom	Doctoral	Education	Single	6-12 mo
id84840	0	46	Male	$75-99	Heterosexual	Virginia	Some College	Computer	Married	4-6 yr
id87264	0	31	Male	$30-39	Heterosexual	New Jersey	College	Professional	Single	Over 7 yr
id78136	1	26	Male	$50-74	Heterosexual	Michigan	Some College	Other	Married	6-12 mo
id88547	0	32	Female	NA	Heterosexual	Massachusetts	College	Professional	Married	1-3 yr
id88769	1	66	Male	NA	Heterosexual	Michigan	Some College	Other	Divorced	Under 6 mo
id76802	0	19	Male	Over $100	Heterosexual	Illinois	Some College	Education	Single	1-3 yr
