Name,Company,Industry,Net Sales (million),Net income (million),Salary (000),Bonus,Other annual comp,Total compensation,Total comp with options ($000),Total comp + opt exer,All other pay,Percent stock owned,CEO?,Full Title,Sex,Age,GVKEY,SP Industry Code,SIC,SIC Desc,Id,Annual CEO
Adam Noyes,CHECKERS DRIVE-IN RESTAURANT,Discretionary,190.319,15.783,137.548,87.5,0,225.048,372.151,238.845,5.463,,,vp-purchasing & operations,MALE,34,24671,2530,5812,EATING PLACES,22917,
Keith Sirois,CHECKERS DRIVE-IN RESTAURANT,Discretionary,190.319,15.783,220.269,150,0,370.269,718.866,427.976,7.833,,CEO,president & CEO,MALE,52,24671,2530,5812,EATING PLACES,22918,CEO
Richard Turer,CHECKERS DRIVE-IN RESTAURANT,Discretionary,190.319,15.783,135.077,79.479,0,214.556,360.025,274.344,3.675,,,vp-marketing,MALE,42,24671,2530,5812,EATING PLACES,24707,
David Koehler,CHECKERS DRIVE-IN RESTAURANT,Discretionary,190.319,15.783,155.782,0,0,155.782,205.052,205.052,42.85,,,"vp, chief finance officer & treasurer",MALE,.,24671,2530,5812,EATING PLACES,26151,
Brian Doster,CHECKERS DRIVE-IN RESTAURANT,Discretionary,190.319,15.783,123.077,67.529,0,190.606,335.042,201.736,3.477,,,"vp, corporate counsel & secretary",MALE,45,24671,2530,5812,EATING PLACES,27614,
George Zock,HORACE MANN EDUCATORS CORP,Financial,866.248,18.975,290.004,79.644,0,369.648,389.861,389.861,0,,,executive vp-service and technology operations and financial services,MALE,.,24678,4030,6331,"FIRE, MARINE, CASUALTY INS",16733,
Louis Lower II,HORACE MANN EDUCATORS CORP,Financial,866.248,18.975,600,195.624,0,795.624,811.688,811.688,0,0.07,CEO,president & CEO,MALE,58,24678,4030,6331,"FIRE, MARINE, CASUALTY INS",19498,CEO
Peter Heckman,HORACE MANN EDUCATORS CORP,Financial,866.248,18.975,348.381,89.673,0,438.054,454.118,454.118,0,,,executive vp & chief finance officer,MALE,58,24678,4030,6331,"FIRE, MARINE, CASUALTY INS",21588,
Daniel Jensen,HORACE MANN EDUCATORS CORP,Financial,866.248,18.975,236.25,70.899,0,307.149,323.202,323.202,0,,,executive vp & chief marketing officer,MALE,.,24678,4030,6331,"FIRE, MARINE, CASUALTY INS",23947,
Douglas Reynolds,HORACE MANN EDUCATORS CORP,Financial,866.248,18.975,318.756,76.163,0,394.919,410.972,410.972,0,,,executive vp-property and casualty and information technology,MALE,50,24678,4030,6331,"FIRE, MARINE, CASUALTY INS",25523,
Thomas O'Brien,INSURANCE AUTO AUCTIONS INC,Industrial,209.65,2.332,400,163,18,563,1220.659,794.75,0,,CEO,president & CEO,MALE,50,24704,2020,5010,"MOTOR VEH PARTS, SUPPLY-WHSL",22065,CEO
Donald Hermanek,INSURANCE AUTO AUCTIONS INC,Industrial,209.65,2.332,220,75,18,295,636.83,423.875,0,,,senior vp-sales & marketing,MALE,55,24704,2020,5010,"MOTOR VEH PARTS, SUPPLY-WHSL",24343,
David Montgomery,INSURANCE AUTO AUCTIONS INC,Industrial,209.65,2.332,257,87,18,344,686.83,473.875,0,,,senior vp & chief operating officer,MALE,47,24704,2020,5010,"MOTOR VEH PARTS, SUPPLY-WHSL",24344,
Scott Pettit,INSURANCE AUTO AUCTIONS INC,Industrial,209.65,2.332,230,76,18,306,648.83,435.875,0,,,"senior vp, chief finance officer & secretary",MALE,41,24704,2020,5010,"MOTOR VEH PARTS, SUPPLY-WHSL",24345,
Edward Fares,INSURANCE AUTO AUCTIONS INC,Industrial,209.65,2.332,116,48,18,164,256,256,69,,,senior vp & chief information officer,MALE,.,24704,2020,5010,"MOTOR VEH PARTS, SUPPLY-WHSL",26039,
Peter Doder,INSURANCE AUTO AUCTIONS INC,Industrial,209.65,2.332,155,41,16,196,288.638,231.85,0,,,vp-business development,MALE,43,24704,2020,5010,"MOTOR VEH PARTS, SUPPLY-WHSL",27756,
Rodney Ehrlich,WABASH NATIONAL CORP,Industrial,887.94,-57.227,251.275,143.126,0,394.401,512.903,745.401,0,,,senior vp & chief technology officer,MALE,58,24720,2010,3715,TRUCK TRAILERS,8231,
Mark Holden,WABASH NATIONAL CORP,Industrial,887.94,-57.227,355.833,261.093,0,616.926,1018.46,639.882,0,,,senior vp & chief finance officer,MALE,44,24720,2010,3715,TRUCK TRAILERS,12442,
William Greubel,WABASH NATIONAL CORP,Industrial,887.94,-57.227,600,528.3,0,1128.3,2263.304,1316.858,140.127,,CEO,president & CEO,MALE,52,24720,2010,3715,TRUCK TRAILERS,26040,CEO
Richard Giromini,WABASH NATIONAL CORP,Industrial,887.94,-57.227,330.305,242.361,0,572.666,1032.33,653.752,53.693,,,senior vp & chief operating officer,MALE,50,24720,2010,3715,TRUCK TRAILERS,26041,
Timothy Monahan,WABASH NATIONAL CORP,Industrial,887.94,-57.227,44.558,75,0,119.558,241.617,120.934,1.376,,,senior vp-human resources,MALE,51,24720,2010,3715,TRUCK TRAILERS,27486,
Milton Cooper,KIMCO REALTY CORP,Financial,594.342,307.879,658.5,350,0,1008.5,1384.094,1101.362,0,6.12,CEO,chairman & CEO,MALE,75,24731,4040,6798,REAL ESTATE INVESTMENT TRUST,10903,CEO
Michael Flynn,KIMCO REALTY CORP,Financial,594.342,307.879,658.5,350,0,1008.5,1384.094,1008.95,0,,,"vice chairman, president & chief operating officer",MALE,68,24731,4040,6798,REAL ESTATE INVESTMENT TRUST,26967,
David Henry,KIMCO REALTY CORP,Financial,594.342,307.879,508.5,350,0,858.5,1126.291,876.195,0,,,vice chairman & chief investment officer,MALE,55,24731,4040,6798,REAL ESTATE INVESTMENT TRUST,26968,
Jerald Friedman,KIMCO REALTY CORP,Financial,594.342,307.879,467.154,450,0,917.154,1017.642,992.674,0,,,executive vp,MALE,.,24731,4040,6798,REAL ESTATE INVESTMENT TRUST,26969,
Michael Pappagallo,KIMCO REALTY CORP,Financial,594.342,307.879,408.5,250,0,658.5,909.046,658.95,0,,,vp & chief finance officer,MALE,.,24731,4040,6798,REAL ESTATE INVESTMENT TRUST,26970,
Mark Olesnavage,PERRIGO CO,Health,825.987,54.048,323,312.457,0,635.457,800.354,649.083,0,,,executive vp; general manager- Perrigo Pharmaceuticals,MALE,.,24782,3520,2834,PHARMACEUTICAL PREPARATIONS,4639,
David Gibbons,PERRIGO CO,Health,825.987,54.048,540,847.8,0,1387.8,1950.915,1410.66,0,,CEO,"chairman, president & CEO",MALE,60,24782,3520,2834,PHARMACEUTICAL PREPARATIONS,20370,CEO
Douglas Schrank,PERRIGO CO,Health,825.987,54.048,287.388,312.457,0,599.845,808.591,1040.101,0,,,executive vp & chief finance officer,MALE,.,24782,3520,2834,PHARMACEUTICAL PREPARATIONS,20371,
John Hendrickson,PERRIGO CO,Health,825.987,54.048,282.188,312.457,0,594.645,802.828,1088.2,0,,,executive vp; general manager-Perrigo Consumer Healthcare,MALE,.,24782,3520,2834,PHARMACEUTICAL PREPARATIONS,20372,
F. Bell,PERRIGO CO,Health,825.987,54.048,247.2,198.607,0,445.807,633.868,996.273,0,,,executive vp-business development,MALE,.,24782,3520,2834,PHARMACEUTICAL PREPARATIONS,23010,
Li-San Hwang,TETRA TECH INC,Industrial,860.772,-64.56,392.308,160,6.444,552.308,904.187,568.79,0,3.06,CEO,chairman & CEO,MALE,68,24783,2020,8711,ENGINEERING SERVICES,15759,CEO
James Jaska,TETRA TECH INC,Industrial,860.772,-64.56,342.308,140,5.4,482.308,873.525,500.862,0,,,president,MALE,52,24783,2020,8711,ENGINEERING SERVICES,15761,
Richard Lemmon,TETRA TECH INC,Industrial,860.772,-64.56,242.308,90,5.4,332.308,645.002,346.871,0,,,executive vp-administration,MALE,44,24783,2020,8711,ENGINEERING SERVICES,17977,
James Haney,TETRA TECH INC,Industrial,860.772,-64.56,250.012,43,5.4,293.012,341.225,311.412,0,,,senior vp,MALE,58,24783,2020,8711,ENGINEERING SERVICES,25870,
David King,TETRA TECH INC,Industrial,860.772,-64.56,207.885,160,4.95,367.885,568.731,384.373,0,,,"executive vp, chief finance officer & treasurer",MALE,47,24783,2020,8711,ENGINEERING SERVICES,26611,
Irwin Jacobs,QUALCOMM INC,IT,3970.636,827.441,977.774,1500,0,2477.774,9271.996,18948.017,18.505,2,CEO,chairman & CEO,MALE,70,24800,4520,3663,"RADIO, TV BROADCAST, COMM EQ",10955,CEO
Anthony Thornley,QUALCOMM INC,IT,3970.636,827.441,617.543,750,0,1367.543,6194.69,31193.29,0.702,,,president & chief operating officer,MALE,.,24800,4520,3663,"RADIO, TV BROADCAST, COMM EQ",12043,
Steven Altman,QUALCOMM INC,IT,3970.636,827.441,477.556,550,0,1027.556,5823.647,9787.44,0,,,executive vp; president-technology transfer & strategic alliances division,MALE,.,24800,4520,3663,"RADIO, TV BROADCAST, COMM EQ",17926,
Paul Jacobs,QUALCOMM INC,IT,3970.636,827.441,464.241,605,0,1069.241,5876.015,3105.153,9.391,,,executive vp; president-wireless and internet group,MALE,.,24800,4520,3663,"RADIO, TV BROADCAST, COMM EQ",23209,
Sanjay Jha,QUALCOMM INC,IT,3970.636,827.441,343.371,555.625,0,898.996,7091.638,936.719,0,,,president-CDMA technologies,MALE,.,24800,4520,3663,"RADIO, TV BROADCAST, COMM EQ",26607,
Louis Tomasetta,VITESSE SEMICONDUCTOR CORP,IT,156.371,-167.189,350,206.25,0,556.25,1349.304,556.25,0,0.38,CEO,president & CEO,MALE,55,24803,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",11741,CEO
Eugene Hovanec,VITESSE SEMICONDUCTOR CORP,IT,156.371,-167.189,225,135,0,360,580.293,360,0,,,vp-finance & chief finance officer,MALE,.,24803,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",11742,
Christopher Gardner,VITESSE SEMICONDUCTOR CORP,IT,156.371,-167.189,200,67.5,0,267.5,409.117,267.5,0,,,vp & general manager-transport division,MALE,.,24803,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",17932,
Ira Deyhimy,VITESSE SEMICONDUCTOR CORP,IT,156.371,-167.189,175,50.625,0,225.625,287.307,225.625,0,,,vp-business development,MALE,.,24803,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",23270,
Richard Riker,VITESSE SEMICONDUCTOR CORP,IT,156.371,-167.189,200,0,44.556,200,420.79,244.556,0,,,vp-sales and marketing,MALE,.,24803,4530,3674,"SEMICONDUCTOR,RELATED DEVICE",24903,
Christopher Amenson,SBS TECHNOLOGIES INC,IT,115.521,-4.45,192.335,0,0,192.335,201.626,205.656,0,0.76,CEO,chairman & CEO,MALE,53,24832,4520,3577,"COMPUTER PERIPHERAL EQ, NEC",22542,CEO
"James Dixon, Jr.",SBS TECHNOLOGIES INC,IT,115.521,-4.45,275,0,0,275,283.253,283.253,0,0.016,,"vp, chief finance officer & treasurer",MALE,58,24832,4520,3577,"COMPUTER PERIPHERAL EQ, NEC",22544,
David Greig,SBS TECHNOLOGIES INC,IT,115.521,-4.45,275,0,0,275,482.941,323.835,48.835,,,president & chief operating officer,MALE,48,24832,4520,3577,"COMPUTER PERIPHERAL EQ, NEC",23033,
Clarence Peckham,SBS TECHNOLOGIES INC,IT,115.521,-4.45,272.87,0,0,272.87,846.732,316.378,34.622,,,CEO,MALE,54,24832,4520,3577,"COMPUTER PERIPHERAL EQ, NEC",23034,
Bruce Castle,SBS TECHNOLOGIES INC,IT,115.521,-4.45,197.308,0,0,197.308,304.682,201.808,0,,,"vp, general counsel & secretary",MALE,45,24832,4520,3577,"COMPUTER PERIPHERAL EQ, NEC",26428,
John Martin,GILEAD SCIENCES INC,Health,867.864,-72.003,754.167,887.68,0,1641.847,10076.223,11384.361,0,,CEO,president & CEO,MALE,52,24856,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",17570,CEO
Norbert Bischofberger,GILEAD SCIENCES INC,Health,867.864,-72.003,483.083,427.77,0,910.853,5128.041,14054.074,0,,,executive vp-research and development,MALE,48,24856,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",17572,
Mark Perry,GILEAD SCIENCES INC,Health,867.864,-72.003,472.333,394.013,0,866.346,5093.534,8725.764,10,,,executive vp-operations,MALE,48,24856,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",17574,
Michael Inouye,GILEAD SCIENCES INC,Health,867.864,-72.003,329.55,181.716,0,511.266,1786.422,521.266,10,,,senior vp-commercial operations,MALE,48,24856,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",25544,
John Milligan,GILEAD SCIENCES INC,Health,867.864,-72.003,331.433,244.446,0,575.879,5572.545,2026.173,0,,,executive vp & chief finance officer,MALE,43,24856,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",27491,
Morgan O'Brien,NEXTEL COMMUNICATIONS,Telecom,10820,1537,444.769,956.8,0,1401.569,6501.601,11341.695,2080,,,vice chairman,MALE,59,24870,5010,4812,RADIOTELEPHONE COMMUNICATION,4641,
Timothy Donahue,NEXTEL COMMUNICATIONS,Telecom,10820,1537,938.461,2760,0,3698.461,29914.396,26331.461,0,,CEO,president & CEO,MALE,55,24870,5010,4812,RADIOTELEPHONE COMMUNICATION,13039,CEO
"Thomas Kelly, Jr.",NEXTEL COMMUNICATIONS,Telecom,10820,1537,588.846,1204,0,1792.846,7709.549,6620.373,0,,,executive vp & chief operating officer,MALE,.,24870,5010,4812,RADIOTELEPHONE COMMUNICATION,21733,
Paul Saleh,NEXTEL COMMUNICATIONS,Telecom,10820,1537,516.769,1056.8,69.295,1573.569,5100.616,3912.114,0,,,executive vp & chief finance officer,MALE,.,24870,5010,4812,RADIOTELEPHONE COMMUNICATION,23869,
Leonard Kennedy,NEXTEL COMMUNICATIONS,Telecom,10820,1537,413.415,574.08,0,987.495,2969.079,2501.555,0,,,senior vp & general counsel,MALE,.,24870,5010,4812,RADIOTELEPHONE COMMUNICATION,25268,
Barry West,NEXTEL COMMUNICATIONS,Telecom,10820,1537,361.739,401.856,27.356,763.595,3396.953,2208.451,0,,,executive vp & chief technology officer,MALE,.,24870,5010,4812,RADIOTELEPHONE COMMUNICATION,27332,
Laurence Korn,PROTEIN DESIGN LABS INC,Health,66.686,-129.814,516.242,0,0,516.242,689.749,518.242,0,0.93,,chairman,MALE,54,24878,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",8270,
Douglas Ebersole,PROTEIN DESIGN LABS INC,Health,66.686,-129.814,329.151,150,0,479.151,995.673,481.151,0,,,senior vp-legal and corporate development,MALE,48,24878,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",8273,
Mark McDade,PROTEIN DESIGN LABS INC,Health,66.686,-129.814,500.844,500,129.262,1000.844,2332.658,1132.106,0,,CEO,CEO,MALE,48,24878,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",25657,CEO
Brett Schmidli,PROTEIN DESIGN LABS INC,Health,66.686,-129.814,338.169,0,47.336,338.169,988.575,385.505,0,,,senior vp-technical operations,MALE,52,24878,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",25658,
Steven Benner,PROTEIN DESIGN LABS INC,Health,66.686,-129.814,355.874,400,15.139,755.874,1287.535,773.013,0,,,senior vp & chief medical officer,MALE,44,24878,3520,2836,"BIOLOGICAL PDS,EX DIAGNSTICS",27930,
John Mackey,WHOLE FOODS MARKET INC,Staples,3148.593,103.687,326,41,0,367,549.253,2276.849,0,0.87,CEO,"chairman, president & CEO",MALE,50,24893,3010,5411,GROCERY STORES,8282,CEO
Glenda Flanagan,WHOLE FOODS MARKET INC,Staples,3148.593,103.687,264,33,0,297,479.253,1314.835,0,,,executive vp & chief finance officer,FEMALE,.,24893,3010,5411,GROCERY STORES,11388,
James Sud,WHOLE FOODS MARKET INC,Staples,3148.593,103.687,264,33,0,297,479.253,622.54,0,,,executive vp-growth and development,MALE,.,24893,3010,5411,GROCERY STORES,15926,
Walter Robb,WHOLE FOODS MARKET INC,Staples,3148.593,103.687,282,13,0,295,477.253,1229.478,0,,,executive vp & chief operating officer,MALE,.,24893,3010,5411,GROCERY STORES,18142,
A. Gallo,WHOLE FOODS MARKET INC,Staples,3148.593,103.687,282,122,0,404,586.253,584.928,0,,,executive vp & chief operating officer,MALE,.,24893,3010,5411,GROCERY STORES,24521,
Derrick Key,ROPER INDUSTRIES INC/DE,Industrial,657.356,45.239,365,100,0,465,788.974,2719.081,0,1.43,,chairman,MALE,56,24925,2010,3823,INDUSTRIAL MEASUREMENT INSTR,8296,
Nigel Crocker,ROPER INDUSTRIES INC/DE,Industrial,657.356,45.239,300,100,0,400,848.062,438.587,0,,,vp-instrumentation,MALE,49,24925,2010,3823,INDUSTRIAL MEASUREMENT INSTR,11841,
Martin Headley,ROPER INDUSTRIES INC/DE,Industrial,657.356,45.239,295.833,255,0,550.833,828.629,582.944,0,,,vp & chief finance officer,MALE,47,24925,2010,3823,INDUSTRIAL MEASUREMENT INSTR,13780,
Brian Jellison,ROPER INDUSTRIES INC/DE,Industrial,657.356,45.239,816.667,700,0,1516.667,3296.444,1658.542,0,,CEO,president & CEO,MALE,58,24925,2010,3823,INDUSTRIAL MEASUREMENT INSTR,24901,CEO
James Mannebach,ROPER INDUSTRIES INC/DE,Industrial,657.356,45.239,263.542,125,0,388.542,931.729,398.855,0,,,vp-industrial technology,MALE,44,24925,2010,3823,INDUSTRIAL MEASUREMENT INSTR,27454,
Timothy Winfrey,ROPER INDUSTRIES INC/DE,Industrial,657.356,45.239,305,100,0,405,831.969,422.494,0,,,vp-energy systems and controls,MALE,43,24925,2010,3823,INDUSTRIAL MEASUREMENT INSTR,27455,
Christopher Ellis,USF CORP,Industrial,2292.139,42.296,330,45.738,0,375.738,423.665,503.677,0,,,senior vp & chief finance officer,MALE,.,24926,2030,4213,"TRUCKING, EXCEPT LOCAL",8303,
Samuel Skinner,USF CORP,Industrial,2292.139,42.296,270.256,0,0,270.256,2736.637,3306.122,1791.7,,CEO,president & CEO,MALE,.,24926,2030,4213,"TRUCKING, EXCEPT LOCAL",22254,CEO
John Niemzyk,USF CORP,Industrial,2292.139,42.296,266,29.464,0,295.464,305.364,305.364,0,,,senior vp & chief information officer,MALE,.,24926,2030,4213,"TRUCKING, EXCEPT LOCAL",24446,
Douglas Waggoner,USF CORP,Industrial,2292.139,42.296,260,36.036,39.066,296.036,366.861,366.861,0,,,senior vp-strategic marketing,MALE,.,24926,2030,4213,"TRUCKING, EXCEPT LOCAL",25809,
Richard DiStasio,USF CORP,Industrial,2292.139,42.296,184.696,500,0,684.696,2902.233,1325.225,0,,,president & CEO,MALE,49,24926,2030,4213,"TRUCKING, EXCEPT LOCAL",27245,
Aart De Geus,SYNOPSYS INC,IT,1176.983,149.724,400,605,0,1005,2372.777,1007.362,0,0.35,CEO,chairman & CEO,MALE,49,24975,4510,7372,PREPACKAGED SOFTWARE,13604,CEO
Chi-Foon Chan,SYNOPSYS INC,IT,1176.983,149.724,400,605,0,1005,2316.75,3742.128,0,,,president & chief operating officer,MALE,54,24975,4510,7372,PREPACKAGED SOFTWARE,13607,
Vicki Andrews,SYNOPSYS INC,IT,1176.983,149.724,300,534.496,0,834.496,1680.785,2261.163,0,,,senior vp-worldwide sales,FEMALE,48,24975,4510,7372,PREPACKAGED SOFTWARE,20999,
John Chilton,SYNOPSYS INC,IT,1176.983,149.724,320,295,0,615,1102.02,3312.577,0,,,senior vp; general manager-solutions group,MALE,46,24975,4510,7372,PREPACKAGED SOFTWARE,26924,
Antun Domic,SYNOPSYS INC,IT,1176.983,149.724,330,320,0,650,1310.366,2592.092,0,,,senior vp; general manager-implementation group,MALE,52,24975,4510,7372,PREPACKAGED SOFTWARE,26925,
Richard Helmstetter,CALLAWAY GOLF CO,Discretionary,814.032,45.523,600,170,106.891,770,1500.161,978.862,0,0.25,,senior executive vp-strategic initiatives,MALE,.,24978,2520,3949,"SPORTING & ATHLETIC GDS, NEC",5592,
Ronald Drapeau,CALLAWAY GOLF CO,Discretionary,814.032,45.523,733.654,350,0,1083.654,1860.584,1124.897,0,0.09,CEO,chairman & CEO,MALE,57,24978,2520,3949,"SPORTING & ATHLETIC GDS, NEC",21507,CEO
Steven McCracken,CALLAWAY GOLF CO,Discretionary,814.032,45.523,514.795,175,0,689.795,1309.761,1221.92,0,,,"senior executive vp, chief legal officer & secretary",MALE,.,24978,2520,3949,"SPORTING & ATHLETIC GDS, NEC",24111,
Bradley Holiday,CALLAWAY GOLF CO,Discretionary,814.032,45.523,429.589,145,0,574.589,1045.247,603.835,0,,,senior executive vp & chief finance officer,MALE,.,24978,2520,3949,"SPORTING & ATHLETIC GDS, NEC",25643,
Patrice Hutin,CALLAWAY GOLF CO,Discretionary,814.032,45.523,479.589,150,0,629.589,1162.43,721.018,0,,,president & chief operating officer,MALE,.,24978,2520,3949,"SPORTING & ATHLETIC GDS, NEC",27603,
Robert Recchia,VALASSIS COMMUNICATIONS INC,Discretionary,916.52,103.708,375,269.031,0,644.031,1942.445,793.996,0,,,"executive vp, chief finance officer & treasurer",MALE,47,25021,2540,7310,ADVERTISING,8326,
Barry Hoffman,VALASSIS COMMUNICATIONS INC,Discretionary,916.52,103.708,375,269.031,0,644.031,1942.445,793.996,0,,,"executive vp, general counsel & secretary",MALE,62,25021,2540,7310,ADVERTISING,8327,
Alan Schultz,VALASSIS COMMUNICATIONS INC,Discretionary,916.52,103.708,750,537.415,0,1287.415,4743.919,1987.64,0,0.24,CEO,president & CEO,MALE,45,25021,2540,7310,ADVERTISING,8329,CEO
Richard Herpich,VALASSIS COMMUNICATIONS INC,Discretionary,916.52,103.708,325,303.833,0,628.833,1925.063,778.798,0,,,executive vp-U.S. sales,MALE,51,25021,2540,7310,ADVERTISING,16908,
"William Hogg, Jr.",VALASSIS COMMUNICATIONS INC,Discretionary,916.52,103.708,250,190,0,440,1345.638,452.4,0,,,executive vp-manufacturing,MALE,57,25021,2540,7310,ADVERTISING,25573,
Jamie Coulter,LONE STAR STEAKHOUSE SALOON,Discretionary,591.401,18.666,823.558,145.493,110.104,969.051,1174.473,10282.237,0,10.32,CEO,CEO,MALE,63,25025,2530,5812,EATING PLACES,10201,CEO
John White,LONE STAR STEAKHOUSE SALOON,Discretionary,591.401,18.666,600,158.583,61.047,758.583,894.334,1234.81,0,0.67,,executive vp & treasurer,MALE,56,25025,2530,5812,EATING PLACES,10203,
Gerald Aaron,LONE STAR STEAKHOUSE SALOON,Discretionary,591.401,18.666,250,66.951,0,316.951,348.165,348.165,0,0.18,,"senior vp, counsel & secretary",MALE,63,25025,2530,5812,EATING PLACES,14926,
Tomlinson O'Connell,LONE STAR STEAKHOUSE SALOON,Discretionary,591.401,18.666,347.115,151.5,0,498.615,547.804,547.804,0,,,president & chief operating officer-Lone Star restaurants,MALE,35,25025,2530,5812,EATING PLACES,19431,
Jeff Bracken,LONE STAR STEAKHOUSE SALOON,Discretionary,591.401,18.666,248.558,76.5,0,325.058,357.083,357.083,0,,,chief operating officer,MALE,.,25025,2530,5812,EATING PLACES,24241,
Donald Sellers,SCICLONE PHARMACEUTICALS INC,Health,32.538,-5.275,432,216,54.204,648,1201.463,719.644,0,0.2,CEO,president & CEO,MALE,59,25047,3520,2834,PHARMACEUTICAL PREPARATIONS,8334,CEO
Alfred Rudolph,SCICLONE PHARMACEUTICALS INC,Health,32.538,-5.275,234.6,93.5,36,328.1,717.439,373.283,0,0.7,,chief operating officer,MALE,.,25047,3520,2834,PHARMACEUTICAL PREPARATIONS,15151,
Richard Waldron,SCICLONE PHARMACEUTICALS INC,Health,32.538,-5.275,237.6,110,0,347.6,700.136,355.98,0,,,chief finance officer,MALE,.,25047,3520,2834,PHARMACEUTICAL PREPARATIONS,24806,
Hans Schmid,SCICLONE PHARMACEUTICALS INC,Health,32.538,-5.275,207.6,72.666,0,280.266,471.437,287.887,0,,,"vp-finance, admininstration & business development",MALE,.,25047,3520,2834,PHARMACEUTICAL PREPARATIONS,27678,
Richard Parsons,TIME WARNER INC,Discretionary,39565,2639,1500,8000,267.715,9500,14894.631,11881.965,0,,CEO,chairman & CEO,MALE,55,25056,2540,7812,"MOTION PIC, VIDEOTAPE PRODTN",21310,CEO
Jeffrey Bewkes,TIME WARNER INC,Discretionary,39565,2639,1000,6500,106.841,7500,21124.241,18412.841,0,,,chairman-entertainment & networks group,MALE,.,25056,2540,7812,"MOTION PIC, VIDEOTAPE PRODTN",25219,
Don Logan,TIME WARNER INC,Discretionary,39565,2639,1000,6500,327.736,7500,12390.136,9678.736,0,,,chairman-media & communications group,MALE,.,25056,2540,7812,"MOTION PIC, VIDEOTAPE PRODTN",25220,
Wayne Pace,TIME WARNER INC,Discretionary,39565,2639,1000,2700,491.411,3700,6489.836,5013.63,0,,,executive vp & chief finance officer,MALE,.,25056,2540,7812,"MOTION PIC, VIDEOTAPE PRODTN",26991,
Robert Kimmitt,TIME WARNER INC,Discretionary,39565,2639,1000,2175,52.84,3175,4214.824,3582.164,0,,,executive vp-Global Public Policy,MALE,.,25056,2540,7812,"MOTION PIC, VIDEOTAPE PRODTN",26992,
Ian Cumming,FINOVA GROUP INC,Financial,428.715,256.113,0,0,45,0,45,45,0,,,chairman,MALE,62,25061,4020,6159,MISC BUSINESS CREDIT INSTN,24662,
Joseph Steinberg,FINOVA GROUP INC,Financial,428.715,256.113,0,0,43.5,0,43.5,43.5,0,,,president,MALE,60,25061,4020,6159,MISC BUSINESS CREDIT INSTN,24663,
Stuart Tashlik,FINOVA GROUP INC,Financial,428.715,256.113,235,330,0,565,576.76,576.76,0,,,senior vp & chief finance officer,MALE,.,25061,4020,6159,MISC BUSINESS CREDIT INSTN,24665,
Richard Lieberman,FINOVA GROUP INC,Financial,428.715,256.113,204.167,310,0,514.167,526.167,526.167,0,,,"senior vp, general counsel & secretary",MALE,.,25061,4020,6159,MISC BUSINESS CREDIT INSTN,24666,
Thomas Mara,FINOVA GROUP INC,Financial,428.715,256.113,0,0,49.5,0,49.5,49.5,0,,CEO,CEO,MALE,58,25061,4020,6159,MISC BUSINESS CREDIT INSTN,26094,CEO
Glenn Gray,FINOVA GROUP INC,Financial,428.715,256.113,300,600,0,900,912,912,0,,,chief operating officer,MALE,.,25061,4020,6159,MISC BUSINESS CREDIT INSTN,26095,
John Byrnes,LINCARE HOLDINGS INC,Health,1147.356,232.111,771.163,1118.186,12,1889.349,5858.688,2143.331,0,0.01,CEO,CEO,MALE,45,25062,3510,8090,"MISC HEALTH & ALLIED SVC,NEC",12770,CEO
Paul Gabos,LINCARE HOLDINGS INC,Health,1147.356,232.111,385.581,559.092,12,944.673,2935.343,7786.923,0,0.04,,chief finance officer & secretary,MALE,.,25062,3510,8090,"MISC HEALTH & ALLIED SVC,NEC",15037,
Shawn Schabel,LINCARE HOLDINGS INC,Health,1147.356,232.111,385.581,559.092,12,944.673,2935.343,2649.345,0,0.01,,president & chief operating officer,MALE,.,25062,3510,8090,"MISC HEALTH & ALLIED SVC,NEC",21587,
Lynn Mangum,BISYS GROUP INC,IT,958.419,111.823,833.654,0,0,833.654,2505.688,1359.618,335.419,0.74,,chairman & CEO,MALE,61,25080,4510,6200,SECURITY & COMMODITY BROKERS,8344,
J. Jones,BISYS GROUP INC,IT,958.419,111.823,334.231,0,0,334.231,1129.206,500.231,122.801,,,executive vp-business development,MALE,50,25080,4510,6200,SECURITY & COMMODITY BROKERS,11566,
Dennis Sheehan,BISYS GROUP INC,IT,958.419,111.823,504.808,0,0,504.808,3131.71,2027.389,61.873,,CEO,president & CEO,MALE,48,25080,4510,6200,SECURITY & COMMODITY BROKERS,13585,CEO
Andrew Corbin,BISYS GROUP INC,IT,958.419,111.823,302.308,175,0,477.308,1170.367,709.149,0,,,executive vp & chief finance officer,MALE,.,25080,4510,6200,SECURITY & COMMODITY BROKERS,26451,
